Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
old,Ahmedabad,70k-90k,45,76,107745,Royal Enfield,0
old,Kolkata,50k-70k,78,107,196324,Mahindra,1
middle-aged,Ahmedabad,70k-90k,72,91,58650,Royal Enfield,1
middle-aged,Bangalore,90k-110k,39,85,168357,Kawasaki,0
young,Pune,70k-90k,78,72,160361,Hero,1
old,Hyderabad,70k-90k,69,81,186667,Mahindra,1
middle-aged,Kolkata,70k-90k,48,126,145505,Suzuki,1
middle-aged,Pune,50k-70k,75,92,128667,Mahindra,1
middle-aged,Kolkata,70k-90k,67,76,166640,Hero,0
old,Kolkata,50k-70k,56,97,103946,Hero,0
middle-aged,Hyderabad,70k-90k,71,60,162724,Kawasaki,0
young,Pune,50k-70k,48,112,129192,Royal Enfield,0
young,Mumbai,90k-110k,73,112,48482,Kawasaki,0
old,Hyderabad,50k-70k,75,55,97693,Bajaj,1
young,Bangalore,30k-50k,47,68,66948,Honda,0
middle-aged,Pune,50k-70k,60,50,184548,Hero,0
old,Ahmedabad,50k-70k,69,76,45214,Royal Enfield,0
young,Ahmedabad,90k-110k,46,111,121475,Honda,0
old,Mumbai,50k-70k,74,105,160047,Hero,0
middle-aged,Ahmedabad,90k-110k,40,61,123198,Honda,1
young,Delhi,90k-110k,49,95,91218,Mahindra,0
middle-aged,Chennai,90k-110k,43,54,58274,Yamaha,1
young,Pune,30k-50k,61,62,52630,Mahindra,1
old,Mumbai,50k-70k,38,127,130984,Kawasaki,1
young,Ahmedabad,30k-50k,60,66,60956,Yamaha,0
young,Pune,90k-110k,70,92,152154,TVS,1
young,Pune,50k-70k,71,102,56150,KTM,0
old,Pune,90k-110k,74,115,102436,Honda,0
young,Hyderabad,50k-70k,49,109,81251,KTM,0
middle-aged,Kolkata,50k-70k,68,82,114765,Honda,1
old,Delhi,50k-70k,46,93,154777,Mahindra,0
old,Bangalore,70k-90k,38,93,88028,Royal Enfield,0
middle-aged,Bangalore,70k-90k,38,101,175732,TVS,0
old,Pune,70k-90k,75,66,44486,Hero,0
young,Mumbai,50k-70k,65,53,114199,Bajaj,0
old,Ahmedabad,90k-110k,52,117,115474,Hero,1
middle-aged,Hyderabad,90k-110k,39,56,106502,Royal Enfield,0
old,Pune,70k-90k,38,66,82712,KTM,0
middle-aged,Kolkata,30k-50k,76,90,144417,Mahindra,1
old,Kolkata,50k-70k,43,125,121994,Kawasaki,1
middle-aged,Pune,90k-110k,42,96,71843,Kawasaki,1
old,Bangalore,90k-110k,65,55,61790,Hero,1
young,Ahmedabad,70k-90k,70,88,93063,Suzuki,0
middle-aged,Kolkata,30k-50k,71,71,92114,Hero,1
middle-aged,Chennai,30k-50k,60,53,135891,Honda,1
old,Mumbai,50k-70k,51,101,112936,Honda,0
old,Mumbai,90k-110k,59,116,95586,Hero,1
old,Kolkata,50k-70k,54,67,131483,KTM,1
young,Bangalore,30k-50k,71,99,90648,TVS,0
old,Hyderabad,30k-50k,64,100,103252,Suzuki,1
middle-aged,Pune,50k-70k,49,57,145121,Royal Enfield,1
old,Chennai,30k-50k,43,96,188378,Yamaha,0
young,Chennai,70k-90k,66,109,185964,Hero,1
old,Pune,70k-90k,75,67,116788,KTM,0
old,Hyderabad,30k-50k,40,81,87601,TVS,1
middle-aged,Chennai,90k-110k,58,51,110324,Bajaj,0
old,Delhi,30k-50k,54,91,91367,Mahindra,1
young,Kolkata,50k-70k,75,96,71757,Mahindra,0
old,Chennai,90k-110k,43,71,160566,KTM,0
old,Hyderabad,70k-90k,77,90,64566,Bajaj,0
middle-aged,Ahmedabad,70k-90k,42,107,102032,Bajaj,0
old,Kolkata,70k-90k,42,81,184070,Royal Enfield,0
middle-aged,Bangalore,70k-90k,65,81,183195,TVS,0
middle-aged,Bangalore,70k-90k,37,123,67341,Honda,1
old,Pune,90k-110k,38,60,125099,Hero,1
middle-aged,Bangalore,70k-90k,56,79,78457,KTM,1
middle-aged,Delhi,90k-110k,67,77,90936,TVS,0
old,Bangalore,50k-70k,38,105,197329,Suzuki,1
old,Kolkata,30k-50k,75,71,69762,Suzuki,1
young,Mumbai,90k-110k,55,61,199887,Royal Enfield,0
young,Mumbai,70k-90k,66,66,48551,TVS,0
middle-aged,Kolkata,50k-70k,51,106,77481,Suzuki,1
middle-aged,Mumbai,50k-70k,67,78,154189,Hero,1
old,Chennai,30k-50k,39,104,145026,Yamaha,1
young,Mumbai,30k-50k,56,91,144854,Honda,0
young,Hyderabad,90k-110k,74,68,95012,Royal Enfield,1
old,Delhi,90k-110k,61,125,106672,Yamaha,1
old,Ahmedabad,30k-50k,37,108,166402,Kawasaki,1
old,Bangalore,30k-50k,42,53,159377,Hero,0
old,Mumbai,30k-50k,60,53,129205,Kawasaki,1
young,Mumbai,50k-70k,55,120,86679,Yamaha,0
old,Hyderabad,30k-50k,61,52,125187,Yamaha,0
old,Ahmedabad,50k-70k,44,89,158296,KTM,1
young,Pune,70k-90k,55,114,192778,TVS,1
old,Delhi,70k-90k,66,117,164627,Honda,0
young,Pune,90k-110k,78,74,44368,Yamaha,0
young,Delhi,90k-110k,38,106,121462,Kawasaki,0
old,Mumbai,30k-50k,66,103,100321,Royal Enfield,1
old,Chennai,90k-110k,55,113,97836,Royal Enfield,1
middle-aged,Mumbai,70k-90k,69,103,121514,Yamaha,0
middle-aged,Chennai,90k-110k,48,72,126494,Mahindra,0
young,Pune,50k-70k,72,65,106894,TVS,0
young,Hyderabad,90k-110k,57,109,44559,KTM,1
middle-aged,Bangalore,70k-90k,39,84,116379,Hero,0
young,Kolkata,70k-90k,78,74,106901,Hero,0
middle-aged,Bangalore,70k-90k,36,109,106175,Yamaha,0
old,Mumbai,70k-90k,50,95,109421,Hero,1
old,Mumbai,50k-70k,43,77,92733,KTM,1
old,Chennai,90k-110k,64,56,173632,TVS,0
young,Delhi,70k-90k,73,58,125060,KTM,1
old,Pune,90k-110k,59,76,56834,Royal Enfield,0
young,Pune,30k-50k,42,72,114248,Mahindra,0
old,Pune,50k-70k,50,56,176596,Royal Enfield,0
young,Chennai,30k-50k,55,68,165844,Kawasaki,0
young,Delhi,50k-70k,78,69,47088,Mahindra,0
middle-aged,Delhi,70k-90k,72,68,52572,KTM,1
middle-aged,Hyderabad,90k-110k,43,71,160566,KTM,1
middle-aged,Delhi,50k-70k,44,71,128629,Hero,1
young,Delhi,30k-50k,58,74,114382,Suzuki,1
middle-aged,Mumbai,30k-50k,78,101,165280,Yamaha,0
middle-aged,Kolkata,90k-110k,37,123,110490,KTM,1
middle-aged,Pune,50k-70k,69,121,56404,Suzuki,1
young,Kolkata,30k-50k,77,118,146364,Kawasaki,1
young,Bangalore,30k-50k,74,68,64655,Hero,0
middle-aged,Bangalore,50k-70k,47,107,79771,Hero,0
middle-aged,Bangalore,70k-90k,45,55,145490,TVS,0
young,Chennai,70k-90k,51,78,190701,Kawasaki,0
young,Bangalore,90k-110k,60,66,60956,Yamaha,0
middle-aged,Pune,70k-90k,64,86,188825,Mahindra,1
middle-aged,Hyderabad,90k-110k,60,72,81792,Kawasaki,1
middle-aged,Bangalore,30k-50k,78,72,185918,TVS,1
young,Bangalore,30k-50k,37,59,152835,Kawasaki,0
middle-aged,Hyderabad,70k-90k,70,79,153264,TVS,1
young,Mumbai,50k-70k,35,122,156113,TVS,0
old,Bangalore,70k-90k,72,116,148823,Kawasaki,0
middle-aged,Hyderabad,90k-110k,39,69,182518,TVS,1
old,Kolkata,90k-110k,76,62,73669,Suzuki,1
young,Mumbai,50k-70k,69,86,155375,Kawasaki,0
old,Ahmedabad,30k-50k,55,97,116943,Honda,1
middle-aged,Delhi,30k-50k,72,75,50475,Honda,1
old,Chennai,70k-90k,51,90,98943,Honda,0
old,Mumbai,90k-110k,52,70,74348,Suzuki,1
old,Mumbai,90k-110k,40,69,74408,Bajaj,1
young,Kolkata,50k-70k,39,66,102047,KTM,1
middle-aged,Ahmedabad,50k-70k,49,55,183491,TVS,1
young,Hyderabad,70k-90k,78,126,179333,Hero,1
old,Pune,50k-70k,58,71,176654,KTM,0
old,Pune,30k-50k,78,89,149576,Yamaha,0
young,Bangalore,50k-70k,69,83,174833,Yamaha,0
young,Delhi,90k-110k,64,92,170270,Suzuki,0
old,Hyderabad,90k-110k,69,67,68435,Bajaj,1
middle-aged,Ahmedabad,90k-110k,65,59,166762,Honda,0
young,Kolkata,90k-110k,56,52,122218,Kawasaki,0
old,Hyderabad,30k-50k,74,115,55929,Royal Enfield,1
old,Hyderabad,70k-90k,47,72,170545,TVS,0
middle-aged,Kolkata,50k-70k,55,81,105750,Royal Enfield,1
old,Mumbai,70k-90k,60,55,150080,Hero,1
young,Delhi,70k-90k,72,116,151658,Kawasaki,0
old,Hyderabad,50k-70k,71,71,141459,TVS,0
old,Kolkata,90k-110k,69,123,56397,Hero,1
old,Pune,90k-110k,38,98,95690,Hero,0
old,Chennai,90k-110k,67,124,192743,Mahindra,1
middle-aged,Hyderabad,50k-70k,71,87,185707,Suzuki,0
young,Chennai,50k-70k,67,92,86249,Suzuki,1
old,Kolkata,90k-110k,47,114,97333,Mahindra,1
young,Mumbai,30k-50k,55,124,58126,Honda,1
middle-aged,Hyderabad,70k-90k,37,114,167962,Bajaj,0
young,Chennai,30k-50k,48,122,164118,Bajaj,0
middle-aged,Mumbai,70k-90k,50,98,54514,Mahindra,1
young,Bangalore,70k-90k,77,121,192199,KTM,1
young,Bangalore,30k-50k,59,113,82262,Royal Enfield,1
old,Hyderabad,70k-90k,60,63,190965,Kawasaki,0
young,Mumbai,30k-50k,66,60,145291,Bajaj,0
old,Kolkata,90k-110k,35,97,109747,Royal Enfield,0
old,Bangalore,50k-70k,51,117,66024,Hero,1
young,Pune,70k-90k,50,72,144326,Bajaj,0
old,Hyderabad,30k-50k,43,54,58274,Yamaha,0
young,Hyderabad,50k-70k,78,50,68406,TVS,0
old,Bangalore,70k-90k,77,110,181444,Hero,1
old,Pune,70k-90k,55,68,165844,Kawasaki,0
middle-aged,Chennai,70k-90k,74,96,59775,KTM,0
middle-aged,Kolkata,70k-90k,38,62,144588,TVS,1
young,Mumbai,50k-70k,65,71,60304,Royal Enfield,0
old,Ahmedabad,70k-90k,73,126,119622,KTM,1
middle-aged,Bangalore,70k-90k,42,85,183665,Hero,0
middle-aged,Hyderabad,50k-70k,71,60,73332,Kawasaki,0
middle-aged,Kolkata,50k-70k,54,93,188954,TVS,1
old,Bangalore,70k-90k,76,63,111381,TVS,1
young,Chennai,50k-70k,52,107,120120,KTM,0
old,Kolkata,50k-70k,60,55,150080,Hero,1
old,Delhi,30k-50k,37,57,48761,TVS,1
middle-aged,Hyderabad,50k-70k,48,116,164533,KTM,0
old,Chennai,90k-110k,57,93,136906,Bajaj,1
old,Mumbai,30k-50k,38,98,70855,Kawasaki,1
middle-aged,Kolkata,90k-110k,66,118,197893,Honda,0
middle-aged,Pune,30k-50k,52,116,103321,KTM,1
old,Bangalore,30k-50k,74,66,150311,TVS,1
middle-aged,Pune,30k-50k,66,72,61194,KTM,0
young,Ahmedabad,30k-50k,72,124,193777,Honda,1
young,Kolkata,50k-70k,37,58,150723,Bajaj,1
young,Mumbai,90k-110k,57,121,53304,KTM,1
young,Pune,50k-70k,41,103,69022,Bajaj,0
young,Pune,50k-70k,55,71,131908,Bajaj,0
middle-aged,Pune,70k-90k,39,85,168357,Kawasaki,0
middle-aged,Hyderabad,50k-70k,37,113,190903,Yamaha,1
young,Kolkata,30k-50k,39,117,84721,Hero,0
young,Bangalore,70k-90k,72,124,193777,Honda,0
young,Ahmedabad,70k-90k,35,51,158605,Hero,1
middle-aged,Hyderabad,50k-70k,67,54,87162,Kawasaki,0
middle-aged,Pune,90k-110k,50,94,154901,Yamaha,1
old,Chennai,70k-90k,76,89,144846,Hero,0
old,Chennai,50k-70k,66,108,158316,Mahindra,0
old,Bangalore,50k-70k,51,70,146081,KTM,0
old,Hyderabad,30k-50k,48,113,195667,Yamaha,1
middle-aged,Delhi,90k-110k,70,93,74988,TVS,1
middle-aged,Delhi,70k-90k,58,57,63787,Kawasaki,0
middle-aged,Chennai,90k-110k,62,112,166649,Kawasaki,0
middle-aged,Pune,90k-110k,45,108,143083,Hero,0
young,Mumbai,90k-110k,40,97,196297,Yamaha,1
old,Kolkata,70k-90k,78,119,145190,TVS,1
middle-aged,Ahmedabad,70k-90k,69,58,127028,Bajaj,0
middle-aged,Hyderabad,90k-110k,54,105,147356,Hero,1
old,Bangalore,50k-70k,64,82,47543,Bajaj,1
middle-aged,Mumbai,70k-90k,38,100,61824,Royal Enfield,1
young,Hyderabad,30k-50k,58,127,154218,KTM,0
middle-aged,Pune,90k-110k,54,108,190836,Suzuki,0
old,Kolkata,70k-90k,37,127,110957,Yamaha,1
young,Ahmedabad,70k-90k,36,114,143794,Bajaj,0
young,Hyderabad,90k-110k,62,74,96243,Bajaj,0
old,Chennai,30k-50k,57,75,45132,Hero,0
old,Ahmedabad,50k-70k,58,124,74461,Hero,0
young,Hyderabad,50k-70k,77,89,122422,Suzuki,1
middle-aged,Bangalore,70k-90k,66,107,55294,Hero,1
old,Mumbai,30k-50k,48,78,153381,Honda,1
young,Kolkata,30k-50k,51,65,68596,Mahindra,1
old,Chennai,90k-110k,44,76,104653,Yamaha,1
middle-aged,Chennai,90k-110k,46,75,115947,Honda,1
middle-aged,Kolkata,30k-50k,52,99,100131,Suzuki,0
young,Ahmedabad,50k-70k,77,62,49495,Mahindra,0
middle-aged,Delhi,90k-110k,55,71,131908,Bajaj,0
middle-aged,Hyderabad,90k-110k,64,63,114199,Suzuki,1
middle-aged,Hyderabad,50k-70k,40,88,161243,Mahindra,1
old,Delhi,50k-70k,45,92,103624,Suzuki,0
young,Kolkata,90k-110k,43,79,197283,KTM,0
young,Kolkata,30k-50k,78,80,173466,Hero,1
young,Ahmedabad,90k-110k,76,62,119147,Yamaha,0
middle-aged,Ahmedabad,50k-70k,78,122,91279,Suzuki,0
old,Kolkata,90k-110k,51,65,66936,Honda,1
young,Chennai,70k-90k,49,50,55528,Honda,1
old,Pune,50k-70k,78,116,157759,Yamaha,0
young,Hyderabad,90k-110k,46,64,196376,Mahindra,0
middle-aged,Pune,70k-90k,53,60,160518,Kawasaki,0
young,Hyderabad,50k-70k,38,76,178479,KTM,1
young,Bangalore,70k-90k,75,83,136307,Suzuki,1
middle-aged,Chennai,30k-50k,68,97,95360,TVS,0
middle-aged,Ahmedabad,50k-70k,63,125,145545,Yamaha,0
young,Hyderabad,70k-90k,71,84,165173,Royal Enfield,1
old,Chennai,30k-50k,78,98,65711,KTM,1
middle-aged,Delhi,70k-90k,57,116,69457,Mahindra,1
young,Kolkata,50k-70k,67,65,79031,Royal Enfield,1
middle-aged,Ahmedabad,50k-70k,35,68,199917,Mahindra,0
old,Chennai,50k-70k,76,123,155198,Kawasaki,1
young,Chennai,30k-50k,37,67,174613,Hero,0
young,Kolkata,90k-110k,68,93,107083,Hero,0
old,Pune,50k-70k,35,76,88678,Hero,1
old,Bangalore,30k-50k,68,94,177692,Mahindra,0
young,Delhi,30k-50k,66,87,109867,KTM,0
old,Ahmedabad,50k-70k,68,125,68142,Suzuki,0
old,Mumbai,50k-70k,55,80,81310,Suzuki,1
young,Pune,50k-70k,58,105,45509,Bajaj,1
middle-aged,Chennai,50k-70k,43,52,46580,Hero,1
old,Ahmedabad,90k-110k,46,121,53472,Yamaha,0
middle-aged,Bangalore,90k-110k,68,91,189251,Bajaj,1
middle-aged,Mumbai,70k-90k,78,78,117366,Mahindra,1
middle-aged,Hyderabad,90k-110k,38,63,115327,TVS,0
old,Pune,70k-90k,45,60,136476,Royal Enfield,1
young,Hyderabad,70k-90k,58,111,60535,Yamaha,0
young,Pune,30k-50k,38,93,88028,Royal Enfield,1
young,Ahmedabad,90k-110k,58,71,72251,Honda,0
young,Kolkata,90k-110k,40,73,173999,TVS,1
young,Mumbai,90k-110k,39,106,174864,Hero,1
young,Ahmedabad,30k-50k,52,108,162066,Kawasaki,1
middle-aged,Kolkata,70k-90k,37,62,123553,KTM,0
middle-aged,Hyderabad,90k-110k,76,127,170204,Bajaj,0
middle-aged,Pune,50k-70k,56,127,89591,Yamaha,1
old,Pune,30k-50k,50,50,189707,Suzuki,0
old,Pune,30k-50k,77,96,114880,TVS,1
old,Bangalore,30k-50k,49,66,58549,Royal Enfield,1
young,Pune,30k-50k,42,66,110201,Honda,1
middle-aged,Mumbai,70k-90k,58,74,73685,Honda,1
old,Delhi,70k-90k,71,107,77001,Suzuki,0
middle-aged,Bangalore,90k-110k,67,104,167791,Honda,1
young,Mumbai,90k-110k,78,72,185918,TVS,1
middle-aged,Chennai,30k-50k,61,64,108839,Hero,0
young,Mumbai,50k-70k,55,74,185916,Suzuki,0
old,Hyderabad,70k-90k,59,121,134570,KTM,0
young,Mumbai,30k-50k,51,114,51435,Hero,1
young,Delhi,70k-90k,49,90,49607,Kawasaki,1
middle-aged,Bangalore,30k-50k,71,51,157430,KTM,1
young,Chennai,50k-70k,59,121,53569,Royal Enfield,0
old,Pune,30k-50k,50,90,189265,Suzuki,1
old,Bangalore,30k-50k,55,117,178967,Yamaha,0
young,Bangalore,30k-50k,72,68,62768,Bajaj,0
middle-aged,Ahmedabad,50k-70k,78,55,99918,Kawasaki,0
old,Chennai,90k-110k,42,126,135549,Kawasaki,1
old,Hyderabad,90k-110k,67,120,147021,Royal Enfield,0
young,Ahmedabad,90k-110k,78,77,138154,Mahindra,0
young,Chennai,30k-50k,70,75,169291,Honda,0
old,Delhi,90k-110k,47,100,151334,Royal Enfield,1
young,Hyderabad,30k-50k,54,94,64187,Kawasaki,0
young,Kolkata,70k-90k,61,79,76314,Hero,0
old,Delhi,30k-50k,68,91,45875,KTM,1
middle-aged,Hyderabad,70k-90k,73,113,192112,Suzuki,0
middle-aged,Hyderabad,30k-50k,43,120,65602,Suzuki,1
old,Pune,50k-70k,36,75,113224,Bajaj,1
young,Chennai,50k-70k,46,64,196376,Mahindra,1
old,Mumbai,90k-110k,47,83,177089,Honda,1
old,Mumbai,50k-70k,65,99,116914,Hero,1
young,Bangalore,30k-50k,51,114,180694,Bajaj,0
middle-aged,Bangalore,50k-70k,64,110,195606,Hero,0
middle-aged,Kolkata,50k-70k,53,56,106999,Royal Enfield,1
young,Hyderabad,30k-50k,59,76,56834,Royal Enfield,1
old,Kolkata,90k-110k,67,109,198682,Honda,0
young,Ahmedabad,90k-110k,39,59,56191,Honda,1
old,Kolkata,90k-110k,41,89,77012,Yamaha,0
young,Kolkata,70k-90k,67,74,86968,Honda,0
young,Mumbai,90k-110k,66,87,164385,Honda,0
middle-aged,Hyderabad,30k-50k,54,107,138699,Suzuki,0
middle-aged,Chennai,90k-110k,67,94,197470,Honda,1
young,Pune,30k-50k,71,93,110188,KTM,0
young,Pune,70k-90k,54,110,46881,Bajaj,0
middle-aged,Kolkata,50k-70k,52,107,94385,TVS,0
old,Hyderabad,30k-50k,63,106,119271,Suzuki,0
middle-aged,Delhi,70k-90k,43,94,193328,Hero,0
old,Pune,70k-90k,40,103,143404,Honda,0
middle-aged,Kolkata,50k-70k,76,101,103846,Mahindra,0
middle-aged,Mumbai,30k-50k,71,57,170534,Honda,0
old,Bangalore,90k-110k,73,126,174381,KTM,0
young,Delhi,70k-90k,35,69,80382,Royal Enfield,0
middle-aged,Kolkata,90k-110k,52,62,65182,Hero,0
middle-aged,Ahmedabad,30k-50k,70,118,179374,Yamaha,1
middle-aged,Ahmedabad,30k-50k,52,113,132478,Honda,1
young,Ahmedabad,50k-70k,35,98,183861,Hero,1
middle-aged,Mumbai,90k-110k,37,78,179453,Mahindra,1
young,Bangalore,30k-50k,40,119,173858,Bajaj,0
middle-aged,Ahmedabad,50k-70k,40,72,186321,Bajaj,1
old,Ahmedabad,70k-90k,49,75,96300,Mahindra,1
middle-aged,Ahmedabad,90k-110k,52,53,78831,KTM,1
middle-aged,Kolkata,50k-70k,42,86,74615,Bajaj,1
young,Mumbai,50k-70k,51,62,181098,Mahindra,0
young,Mumbai,70k-90k,50,105,133520,Honda,1
young,Chennai,50k-70k,50,104,113165,Yamaha,1
old,Mumbai,50k-70k,61,67,155860,Hero,1
old,Kolkata,70k-90k,68,88,64968,Mahindra,1
young,Hyderabad,50k-70k,69,88,172068,Yamaha,1
old,Mumbai,90k-110k,68,70,123164,Hero,1
young,Delhi,30k-50k,50,115,199021,Hero,1
old,Mumbai,50k-70k,53,105,63159,KTM,1
young,Mumbai,50k-70k,53,102,101442,Royal Enfield,0
young,Pune,30k-50k,36,108,156036,Honda,1
old,Delhi,50k-70k,66,98,160378,Hero,1
middle-aged,Kolkata,70k-90k,67,65,148320,KTM,1
young,Bangalore,90k-110k,63,80,159158,Kawasaki,1
young,Chennai,70k-90k,67,81,66694,Kawasaki,0
middle-aged,Pune,30k-50k,75,66,44486,Hero,1
young,Bangalore,70k-90k,54,54,171785,Yamaha,1
young,Kolkata,90k-110k,58,56,88377,Bajaj,1
old,Kolkata,50k-70k,60,102,128146,Royal Enfield,1
middle-aged,Pune,70k-90k,47,107,79771,Hero,1
young,Delhi,50k-70k,35,93,54588,Bajaj,0
young,Bangalore,50k-70k,59,112,101894,KTM,1
middle-aged,Mumbai,90k-110k,74,68,64655,Hero,0
middle-aged,Delhi,90k-110k,37,113,129435,KTM,0
old,Delhi,50k-70k,43,108,89783,Suzuki,0
old,Chennai,90k-110k,64,69,124674,KTM,0
old,Delhi,50k-70k,60,68,184824,Royal Enfield,0
young,Bangalore,50k-70k,78,101,165280,Yamaha,0
middle-aged,Kolkata,70k-90k,48,91,45468,Kawasaki,1
old,Pune,50k-70k,72,97,79757,Yamaha,0
middle-aged,Chennai,30k-50k,45,81,68226,Royal Enfield,0
young,Pune,90k-110k,69,54,78413,Honda,1
young,Pune,30k-50k,67,102,105264,Royal Enfield,0
middle-aged,Mumbai,30k-50k,44,65,48782,Hero,1
middle-aged,Ahmedabad,70k-90k,43,95,118123,Yamaha,0
old,Hyderabad,30k-50k,69,102,68399,Kawasaki,0
middle-aged,Bangalore,90k-110k,59,82,140160,Suzuki,0
old,Mumbai,50k-70k,47,64,187084,Honda,0
middle-aged,Hyderabad,90k-110k,61,106,199199,Honda,0
middle-aged,Hyderabad,70k-90k,67,74,175743,Honda,1
middle-aged,Delhi,70k-90k,78,81,172411,TVS,0
young,Bangalore,50k-70k,69,83,186326,Hero,0
young,Ahmedabad,30k-50k,61,116,138024,Mahindra,1
young,Pune,50k-70k,58,100,189457,Kawasaki,0
old,Hyderabad,30k-50k,69,54,78413,Honda,0
old,Chennai,30k-50k,62,99,81909,Kawasaki,0
young,Pune,30k-50k,74,113,193967,Bajaj,0
young,Chennai,30k-50k,69,60,90015,Kawasaki,1
middle-aged,Mumbai,30k-50k,54,120,63464,Mahindra,0
middle-aged,Kolkata,50k-70k,64,76,67039,Hero,1
old,Hyderabad,70k-90k,50,52,74846,Suzuki,1
old,Ahmedabad,70k-90k,55,82,151532,Suzuki,1
middle-aged,Pune,70k-90k,43,79,197283,KTM,0
old,Chennai,50k-70k,57,75,45132,Hero,0
young,Ahmedabad,90k-110k,54,124,112684,Bajaj,1
middle-aged,Mumbai,50k-70k,67,113,73430,Royal Enfield,1
middle-aged,Kolkata,70k-90k,50,114,63157,Hero,0
old,Bangalore,90k-110k,77,126,186394,Honda,1
middle-aged,Chennai,30k-50k,47,97,112184,TVS,1
middle-aged,Chennai,70k-90k,37,89,83601,Hero,1
young,Pune,70k-90k,40,115,171219,TVS,1
middle-aged,Pune,30k-50k,71,88,59588,Kawasaki,1
middle-aged,Mumbai,90k-110k,35,97,109747,Royal Enfield,0
middle-aged,Chennai,30k-50k,45,92,146062,Royal Enfield,1
middle-aged,Hyderabad,30k-50k,70,96,111509,KTM,0
young,Mumbai,50k-70k,41,63,73877,TVS,1
middle-aged,Chennai,30k-50k,55,123,71213,Yamaha,0
young,Mumbai,70k-90k,37,86,175632,Kawasaki,1
young,Hyderabad,70k-90k,38,93,97024,KTM,1
young,Ahmedabad,70k-90k,78,85,141469,Kawasaki,0
old,Hyderabad,90k-110k,62,102,102481,KTM,1
old,Chennai,70k-90k,50,108,137190,TVS,0
middle-aged,Ahmedabad,30k-50k,38,82,56755,KTM,0
young,Bangalore,50k-70k,62,103,176955,Yamaha,0
old,Pune,70k-90k,43,99,167714,Bajaj,0
middle-aged,Bangalore,90k-110k,68,125,68142,Suzuki,0
old,Hyderabad,30k-50k,70,93,74988,TVS,0
young,Mumbai,30k-50k,47,67,61682,KTM,0
middle-aged,Hyderabad,90k-110k,67,75,129914,Kawasaki,1
young,Bangalore,50k-70k,51,76,151292,Bajaj,0
young,Mumbai,90k-110k,73,54,72900,Kawasaki,0
old,Pune,50k-70k,45,108,185002,Mahindra,1
middle-aged,Hyderabad,90k-110k,56,111,73717,Hero,0
middle-aged,Mumbai,30k-50k,72,88,83963,Suzuki,1
middle-aged,Pune,70k-90k,39,84,186728,Bajaj,0
old,Delhi,70k-90k,40,60,151967,Suzuki,1
middle-aged,Bangalore,50k-70k,43,62,60709,Yamaha,1
old,Delhi,30k-50k,72,89,139494,Hero,0
middle-aged,Hyderabad,70k-90k,55,50,190511,Kawasaki,0
old,Pune,90k-110k,43,108,89783,Suzuki,1
middle-aged,Pune,30k-50k,49,121,139428,Suzuki,1
old,Delhi,30k-50k,44,86,86915,Hero,1
young,Hyderabad,70k-90k,53,83,51961,Honda,1
young,Pune,90k-110k,45,108,155259,KTM,0
young,Chennai,90k-110k,50,51,105394,Bajaj,1
middle-aged,Mumbai,70k-90k,72,114,146416,Mahindra,1
old,Kolkata,90k-110k,78,96,171101,Royal Enfield,0
young,Ahmedabad,70k-90k,56,111,73717,Hero,0
middle-aged,Delhi,50k-70k,60,55,105716,TVS,1
old,Chennai,50k-70k,52,125,187074,Yamaha,1
young,Bangalore,30k-50k,62,71,145827,Royal Enfield,1
young,Kolkata,70k-90k,63,75,181145,KTM,0
middle-aged,Pune,90k-110k,77,68,106543,Mahindra,1
old,Mumbai,90k-110k,48,114,82314,Mahindra,1
middle-aged,Ahmedabad,70k-90k,44,125,173207,KTM,1
young,Chennai,30k-50k,48,95,57746,Suzuki,0
middle-aged,Kolkata,70k-90k,57,106,147475,Suzuki,0
middle-aged,Mumbai,90k-110k,63,75,94711,Honda,0
young,Mumbai,70k-90k,75,108,79135,Honda,1
young,Kolkata,90k-110k,46,64,59690,Royal Enfield,1
old,Chennai,90k-110k,39,85,150833,Suzuki,1
old,Pune,70k-90k,61,104,144400,Hero,0
young,Kolkata,50k-70k,73,63,100030,Suzuki,1
young,Delhi,90k-110k,60,66,44767,Bajaj,1
old,Mumbai,90k-110k,67,85,99486,Mahindra,0
middle-aged,Bangalore,30k-50k,68,97,95360,TVS,1
young,Pune,90k-110k,44,84,130296,Kawasaki,1
young,Hyderabad,70k-90k,73,53,179481,Royal Enfield,0
middle-aged,Ahmedabad,50k-70k,38,123,86531,Kawasaki,1
old,Hyderabad,90k-110k,37,108,166402,Kawasaki,1
old,Ahmedabad,50k-70k,64,57,104148,Royal Enfield,0
middle-aged,Kolkata,30k-50k,49,55,183491,TVS,0
young,Ahmedabad,70k-90k,72,67,108068,Bajaj,1
middle-aged,Kolkata,90k-110k,71,75,192469,Kawasaki,0
young,Mumbai,50k-70k,69,116,169261,Yamaha,1
old,Mumbai,90k-110k,54,120,63464,Mahindra,0
young,Ahmedabad,50k-70k,69,77,153236,Kawasaki,1
young,Kolkata,30k-50k,76,84,94468,KTM,1
young,Hyderabad,50k-70k,76,55,119379,TVS,1
young,Bangalore,90k-110k,71,53,60532,KTM,0
young,Mumbai,70k-90k,44,85,132263,TVS,0
old,Mumbai,50k-70k,60,121,54794,TVS,1
